code,name,energy_kcal,protein_g,fat_g,carb_g,fiber_g,calcium_mg,iron_mg,sodium_mg,bdd_pct,state,group,cuisine,portion_g_cooked,aliases,note
idn-getuk-lindri,Getuk Lindri,184.0,1.2,3.5,37.0,1.8,25,0.6,45,100,Olahan,Kue & Dessert,,50,Gethuk Lindri Getuk Lindri Warna,Sweetened Mashed Cassava Strands · Gethuk Lindri Getuk Lindri Warna · 1 potong · Jawa Tengah/Kue Basah · src:FatSecret ID · conf:high
idn-jenang-grendul,Jenang Grendul,157.0,1.3,3.5,30.0,0.7,18,0.6,30,100,Olahan,Kue & Dessert,,200,Grendul Jenang Grendhul,Cassava Dumpling Porridge In Palm Sugar · Grendul Jenang Grendhul · 1 mangkok · Jawa Tengah/Kue Basah · src:Recipe calc · conf:medium
idn-jenang-kudus,Jenang Kudus,370.0,2.2,9.5,69.0,1.0,35,1.3,60,100,Olahan,Kue & Dessert,,40,Dodol Kudus Jenang Mubarok,Kudus Coconut Palm Sugar Toffee · Dodol Kudus Jenang Mubarok · 2 potong · Jawa Tengah/Kue Basah · src:Recipe calc · conf:high
idn-klanting,Klanting,241.0,1.0,5.0,48.0,1.4,18,0.5,35,100,Olahan,Kue & Dessert,,60,Cenil Klanting Kelanting Klanti,Chewy Cassava Starch Ring Snack · Cenil Klanting Kelanting Klanti · 1 porsi · Jawa Tengah/Kue Basah · src:Recipe calc · conf:medium
idn-lemet-singkong,Lemet Singkong,241.0,1.5,7.0,43.0,2.5,25,0.7,40,100,Olahan,Kue & Dessert,,60,Lemet Timus Singkong Utri,Steamed Cassava & Coconut Roll · Lemet Timus Singkong Utri · 1 buah · Jawa Tengah/Kue Basah · src:Recipe calc · conf:medium
idn-lemper-ayam,Lemper Ayam,196.0,5.5,5.5,31.0,0.8,18,0.7,320,100,Olahan,Kue & Dessert,,60,Lemper Lemper Isi Ayam,Glutinous Rice Roll With Shredded Chicken · Lemper Lemper Isi Ayam · 1 buah · Jawa Tengah/Kue Basah · src:FatSecret ID · conf:high
idn-sawut-singkong,Sawut Singkong,193.0,1.2,4.0,38.0,2.2,22,0.7,30,100,Olahan,Kue & Dessert,,80,Sawut Sawut Singkong Gula Merah,Steamed Shredded Cassava With Palm Sugar · Sawut Sawut Singkong Gula Merah · 1 porsi · Jawa Tengah/Kue Basah · src:Recipe calc · conf:medium
idn-sentiling-singkong,Sentiling Singkong,206.0,1.3,5.0,39.0,2.0,20,0.6,45,100,Olahan,Kue & Dessert,,50,Cetil Singkong Gethuk Sentiling Sentiling,Steamed Coloured Cassava Cake · Cetil Singkong Gethuk Sentiling Sentiling · 1 potong · Jawa Tengah/Kue Basah · src:Recipe calc · conf:medium
idn-serabi-kocor,Serabi Kocor,180.0,1.8,5.0,32.0,0.6,18,0.5,90,100,Olahan,Kue & Dessert,,90,Serabi Kuah Serabi Kuah Kinca Srabi Kocor,Rice Pancake Drenched In Palm Sugar Syrup · Serabi Kuah Serabi Kuah Kinca Srabi Kocor · 1 porsi · Jawa Tengah/Kue Basah · src:Recipe calc · conf:medium
idn-serabi-notosuman-cokelat,Serabi Notosuman Cokelat,229.0,3.0,9.0,34.0,1.2,30,0.8,130,100,Olahan,Kue & Dessert,,50,Serabi Coklat Srabi Notosuman Coklat,Solo Rice Pancake With Chocolate Sprinkles · Serabi Coklat Srabi Notosuman Coklat · 1 buah · Jawa Tengah/Kue Basah · src:Recipe calc · conf:medium
idn-serabi-solo,Serabi Solo,202.0,2.4,8.0,30.0,0.8,20,0.5,130,100,Olahan,Kue & Dessert,,50,Serabi Notosuman Srabi Solo,Solo Coconut Rice Pancake · Serabi Notosuman Srabi Solo · 1 buah · Jawa Tengah/Kue Basah · src:Recipe calc · conf:high
idn-wajik-ketan,Wajik Ketan,278.0,2.8,6.5,52.0,1.0,25,0.9,25,100,Olahan,Kue & Dessert,,50,Wajik Gula Merah Wajik Ketan Jawa Wajit,Palm Sugar Glutinous Rice Diamond · Wajik Gula Merah Wajik Ketan Jawa Wajit · 1 potong · Jawa Tengah/Kue Basah · src:Recipe calc · conf:high
idn-cenil,Cenil,209.0,1.0,5.0,40.0,1.5,18,0.5,30,100,Olahan,Kue & Dessert,,70,Cenil Singkong Cenil Warna Cetil,Chewy Tapioca Cakes With Coconut & Palm Sugar · Cenil Singkong Cenil Warna Cetil · 1 porsi · Jawa Timur/Kue Basah · src:Recipe calc · conf:high
idn-es-puter-kelapa-muda,Es Puter Kelapa Muda,158.0,1.2,6.0,25.0,0.5,22,0.4,30,100,Olahan,Kue & Dessert,,100,Es Dung Dung Kelapa Es Puter,Young Coconut Traditional Churned Ice Cream · Es Dung Dung Kelapa Es Puter · 1 cup (100 g) · Jawa Timur/Es Krim & Dessert · src:Recipe calc · conf:medium
idn-kue-almond-crispy,Kue Almond Crispy,480.0,9.0,24.0,57.0,2.0,90,1.5,240,100,Olahan,Kue & Dessert,,30,Almond Crispy Cheese Kue Almond Tipis,Crispy Almond Cheese Wafer Cookie · Almond Crispy Cheese Kue Almond Tipis · 4 buah · Jawa Timur/Kue Kering · src:Recipe calc · conf:medium
idn-lapis-surabaya,Lapis Surabaya,402.0,6.5,24.0,40.0,0.6,40,1.4,180,100,Olahan,Kue & Dessert,,60,Kue Lapis Surabaya Spekkoek Surabaya Spiku,Three-Layer Rich Butter Sponge Cake · Kue Lapis Surabaya Spekkoek Surabaya Spiku · 1 potong · Jawa Timur/Kue Basah · src:Recipe calc · conf:high
idn-pia-kacang-ijo-basah,Pia Kacang Ijo Basah,340.0,6.5,10.0,55.0,2.6,35,1.8,95,100,Olahan,Kue & Dessert,,60,Pia Basah Kacang Ijo Pia Kacang Hijau,Soft Mung Bean Pia · Pia Basah Kacang Ijo Pia Kacang Hijau · 2 buah · Jawa Timur/Roti & Pastry · src:Recipe calc · conf:medium
idn-prol-tape,Prol Tape,278.0,5.5,12.0,37.0,1.2,45,1.0,150,100,Olahan,Kue & Dessert,,60,Prol Tape Jember Proltape,Jember Dense Fermented Cassava Cake · Prol Tape Jember Proltape · 1 potong · Jawa Timur/Bolu & Cake · src:Recipe calc · conf:medium
idn-spiku-surabaya,Spiku Surabaya,418.0,6.5,24.0,44.0,0.6,50,1.6,210,100,Olahan,Kue & Dessert,,60,Kue Spiku Lapis Surabaya Klasik Lapis Surabaya Spiku Spiku,Three Layer Surabaya Yolk Cake · Kue Spiku Lapis Surabaya Klasik Lapis Surabaya Spiku Spiku · 1 potong · Jawa Timur/Bolu & Cake · src:Recipe calc · conf:high
idn-bubur-gunting,Bubur Gunting,133.0,2.5,3.0,24.0,1.0,20,0.6,60,100,Olahan,Kue & Dessert,,250,Bubur Gunting Pontianak Liuk Teu San,Pontianak Mung Bean Sweet Soup With Fried Dough · Bubur Gunting Pontianak Liuk Teu San · 1 mangkok · Kalimantan Barat/Kue Basah · src:Recipe calc · conf:medium
idn-lek-tau-suan,Lek Tau Suan,127.0,3.5,1.5,25.0,1.5,20,0.8,40,100,Olahan,Kue & Dessert,,250,Bubur Kacang Hijau Kupas Lektau Suan,Split Mung Bean In Pandan Syrup With Crullers · Bubur Kacang Hijau Kupas Lektau Suan · 1 mangkok · Kalimantan Barat/Kue Basah · src:Recipe calc · conf:medium
idn-lempok-durian,Lempok Durian,318.0,2.5,4.5,67.0,3.0,20,0.8,20,100,Olahan,Kue & Dessert,,40,Dodol Durian Lempok Durian Pontianak,Durian Fudge Confection · Dodol Durian Lempok Durian Pontianak · 1 potong · Kalimantan Barat/Kue Basah · src:Recipe calc · conf:medium
idn-amparan-tatak-pisang,Amparan Tatak Pisang,195.0,2.0,7.0,31.0,1.4,20,0.5,60,100,Olahan,Kue & Dessert,,70,Amparan Tatak Wadai Amparan Tatak,Steamed Banana & Coconut Milk Layer Cake · Amparan Tatak Wadai Amparan Tatak · 1 potong · Kalimantan Selatan/Kue Basah · src:Recipe calc · conf:high
idn-apam-barabai,Apam Barabai,214.0,2.5,4.0,42.0,0.8,25,0.7,70,100,Olahan,Kue & Dessert,,50,Apam Barabai Hulu Sungai Wadai Apam,Barabai Steamed Palm Sugar Rice Cake · Apam Barabai Hulu Sungai Wadai Apam · 1 buah · Kalimantan Selatan/Kue Basah · src:Recipe calc · conf:medium
idn-babongko,Babongko,167.0,1.8,7.5,23.0,1.0,18,0.4,45,100,Olahan,Kue & Dessert,,70,Kue Babongko Wadai Babongko,Steamed Coconut Custard With Banana In Leaf · Kue Babongko Wadai Babongko · 1 bungkus · Kalimantan Selatan/Kue Basah · src:Recipe calc · conf:medium
idn-bingka-barandam,Bingka Barandam,264.0,5.0,8.0,43.0,0.5,30,1.0,90,100,Olahan,Kue & Dessert,,60,Bingka Berendam Wadai Bingka Barandam,Banjarese Steamed Egg Cake Soaked In Syrup · Bingka Berendam Wadai Bingka Barandam · 1 potong · Kalimantan Selatan/Kue Basah · src:Recipe calc · conf:medium
idn-bingka-kentang,Bingka Kentang,249.0,4.5,11.0,33.0,0.8,40,0.8,110,100,Olahan,Kue & Dessert,,70,Bingka Kantang Wadai Bingka Kentang,Banjarese Baked Potato Coconut Custard Cake · Bingka Kantang Wadai Bingka Kentang · 1 potong · Kalimantan Selatan/Kue Basah · src:Recipe calc · conf:high
idn-hintalu-karuang,Hintalu Karuang,176.0,1.8,5.0,31.0,0.8,15,0.5,30,100,Olahan,Kue & Dessert,,150,Bubur Hintalu Hintalu Karuang Banjar,Glutinous Rice Balls In Palm Sugar Coconut Sauce · Bubur Hintalu Hintalu Karuang Banjar · 1 mangkok · Kalimantan Selatan/Kue Basah · src:Recipe calc · conf:medium
idn-kalalapon,Kalalapon,231.0,2.5,5.5,43.0,1.5,15,0.6,30,100,Olahan,Kue & Dessert,,60,Kalalapon Banjar Klepon Banjar,Banjarese Glutinous Rice Balls With Palm Sugar · Kalalapon Banjar Klepon Banjar · 3 buah · Kalimantan Selatan/Kue Basah · src:Recipe calc · conf:medium
idn-lapis-india,Lapis India,340.0,5.0,16.0,44.0,0.5,35,1.2,130,100,Olahan,Kue & Dessert,,60,Kue Lapis India Lapis Banjar,Banjarese Spiced Layered Butter Cake · Kue Lapis India Lapis Banjar · 1 potong · Kalimantan Selatan/Kue Basah · src:Recipe calc · conf:medium
idn-lempeng-pisang,Lempeng Pisang,222.0,3.0,6.0,39.0,1.6,25,0.7,90,100,Olahan,Kue & Dessert,,60,Kue Lempeng Pisang Lampeng Pisang,Banjarese Pan-Fried Banana Pancake · Kue Lempeng Pisang Lampeng Pisang · 1 buah · Kalimantan Selatan/Kue Basah · src:Recipe calc · conf:medium
idn-wadai-ipau,Wadai Ipau,215.0,8.0,11.0,21.0,1.0,50,1.2,320,100,Olahan,Kue & Dessert,,80,Ipau Banjar Kue Ipau,Banjarese Layered Crepe Cake With Minced Meat · Ipau Banjar Kue Ipau · 1 potong · Kalimantan Selatan/Kue Basah · src:Recipe calc · conf:medium
idn-pisang-gapit,Pisang Gapit,185.0,1.5,3.5,37.0,2.0,15,0.6,25,100,Olahan,Kue & Dessert,,150,Pisang Gapit Samarinda Pisang Gepeng Kaltim,Kutai Grilled Pressed Banana With Palm Sugar Sauce · Pisang Gapit Samarinda Pisang Gepeng Kaltim · 1 porsi · Kalimantan Timur/Kue Basah · src:Recipe calc · conf:medium
idn-kue-rintak,Kue Rintak,445.0,2.5,16.0,72.0,1.0,20,0.6,70,100,Olahan,Kue & Dessert,,15,Kue Rintak Bangka Rintak Sagu,Bangka Sago Coconut Cookie · Kue Rintak Bangka Rintak Sagu · 2 keping · Kepulauan Bangka Belitung/Kue Kering · src:Recipe calc · conf:low
idn-martabak-bangka-manis,Martabak Bangka Manis,350.0,7.0,17.0,42.0,1.5,90,1.5,250,100,Olahan,Kue & Dessert,,100,Kue Terang Bulan Martabak Manis Martabak Manis Bangka Terang Bulan,Bangka Sweet Thick Pancake · Kue Terang Bulan Martabak Manis Martabak Manis Bangka Terang Bulan · 1 potong · Kepulauan Bangka Belitung/Martabak · src:Recipe calc · conf:high
idn-bagea,Bagea,397.0,4.0,9.0,75.0,2.0,40,1.4,60,100,Olahan,Kue & Dessert,,25,Bagea Kenari Kue Bagea,Moluccan Hard Sago & Kenari Cookie · Bagea Kenari Kue Bagea · 1 buah · Maluku/Kue Kering · src:Recipe calc · conf:medium
idn-bubur-sagu-ubi,Bubur Sagu Ubi,131.0,1.2,2.5,26.0,1.2,20,0.6,30,100,Olahan,Kue & Dessert,,200,Bubur Ne Bubur Sagu Maluku,Sago Pearl & Sweet Potato Palm Sugar Porridge · Bubur Ne Bubur Sagu Maluku · 1 mangkok · Maluku/Kue Basah · src:Recipe calc · conf:medium
idn-kue-sagu-kenari,Kue Sagu Kenari,440.0,5.5,18.0,64.0,2.5,60,1.6,80,100,Olahan,Kue & Dessert,,20,Kue Sagu Ambon Sagu Kenari,Sago & Kenari Nut Cookie · Kue Sagu Ambon Sagu Kenari · 1 buah · Maluku/Kue Kering · src:Recipe calc · conf:medium
idn-sagu-gula,Sagu Gula,356.0,0.8,1.0,86.0,2.5,35,1.2,20,100,Olahan,Kue & Dessert,,40,Sagu Gula Maluku Sagu Manis,Sago With Palm Sugar · Sagu Gula Maluku Sagu Manis · 1 potong · Maluku/Serealia & Umbi · src:Recipe calc · conf:medium
idn-sinole,Sinole,302.0,1.5,12.0,47.0,4.0,20,0.9,30,100,Olahan,Kue & Dessert,,60,Kue Sinole Sinole Gorontalo Sinole Maluku Sinoli,Sago & Grated Coconut Griddle Cake · Kue Sinole Sinole Gorontalo Sinole Maluku Sinoli · 1 potong · Maluku/Serealia & Umbi · src:Recipe calc · conf:medium
idn-agar-agar-santan,Agar-Agar Santan,102.0,0.6,4.0,16.0,0.8,12,0.2,25,100,Olahan,Kue & Dessert,,80,Agar Santan Puding Santan,Coconut Milk Agar Jelly · Agar Santan Puding Santan · 1 potong · Nasional/Kue Basah · src:Recipe calc · conf:high
idn-apem,Apem,232.0,3.0,4.5,45.0,0.6,25,0.8,90,100,Olahan,Kue & Dessert,,50,Apem Kukus Kue Apem,Steamed Fermented Rice Flour Cake · Apem Kukus Kue Apem · 1 buah · Nasional/Kue Basah · src:Recipe calc · conf:high
idn-apem-tape,Apem Tape,268.0,3.5,6.5,49.0,0.6,25,0.8,100,100,Olahan,Kue & Dessert,,50,Apem Tape Singkong Kue Apem Tapai,Fermented Cassava Steamed Cake · Apem Tape Singkong Kue Apem Tapai · 1 buah · Nasional/Kue Basah · src:Recipe calc · conf:medium
idn-black-forest,Black Forest,352.0,5.0,20.0,38.0,1.5,60,1.6,180,100,Olahan,Kue & Dessert,,80,Blackforest Cake Kue Black Forest,Chocolate Cherry Cream Layer Cake · Blackforest Cake Kue Black Forest · 1 potong · Nasional/Bolu & Cake · src:Recipe calc · conf:medium
idn-bolu-cokelat-kukus,Bolu Cokelat Kukus,320.0,5.5,14.0,43.0,1.6,40,1.8,170,100,Olahan,Kue & Dessert,,60,Bolu Coklat Kukus Cake Coklat Kukus,Steamed Chocolate Sponge Cake · Bolu Coklat Kukus Cake Coklat Kukus · 1 potong · Nasional/Bolu & Cake · src:Recipe calc · conf:high
idn-bolu-gulung-cokelat,Bolu Gulung Cokelat,381.0,6.2,20.0,44.0,1.4,50,1.8,200,100,Olahan,Kue & Dessert,,60,Bolu Gulung Coklat Roll Cake Coklat,Chocolate Swiss Roll · Bolu Gulung Coklat Roll Cake Coklat · 1 potong · Nasional/Bolu & Cake · src:Recipe calc · conf:high
idn-bolu-gulung-keju,Bolu Gulung Keju,389.0,7.0,21.0,43.0,0.6,90,1.3,300,100,Olahan,Kue & Dessert,,60,Bolu Gulung Cheese Roll Cake Keju,Cheese Swiss Roll · Bolu Gulung Cheese Roll Cake Keju · 1 potong · Nasional/Bolu & Cake · src:Recipe calc · conf:medium
idn-bolu-gulung-pandan,Bolu Gulung Pandan,380.0,6.0,20.0,44.0,0.7,45,1.3,200,100,Olahan,Kue & Dessert,,60,Bolu Gulung Hijau Roll Cake Pandan,Pandan Swiss Roll · Bolu Gulung Hijau Roll Cake Pandan · 1 potong · Nasional/Bolu & Cake · src:Recipe calc · conf:high
idn-bolu-gulung-srikaya,Bolu Gulung Srikaya,356.0,6.0,16.0,47.0,0.7,45,1.2,190,100,Olahan,Kue & Dessert,,60,Bolu Gulung Selai Srikaya Roll Cake Srikaya,Coconut Custard Swiss Roll · Bolu Gulung Selai Srikaya Roll Cake Srikaya · 1 potong · Nasional/Bolu & Cake · src:Recipe calc · conf:medium
idn-bolu-jadul,Bolu Jadul,328.0,7.0,12.0,48.0,0.6,40,1.5,170,100,Olahan,Kue & Dessert,,60,Bolu Ny Liem Bolu Panggang Jadul Bolu Sederhana,Old School Baked Sponge Cake · Bolu Ny Liem Bolu Panggang Jadul Bolu Sederhana · 1 potong · Nasional/Bolu & Cake · src:Recipe calc · conf:high
idn-bolu-karamel,Bolu Karamel,328.0,5.0,12.0,50.0,0.4,60,1.0,200,100,Olahan,Kue & Dessert,,60,Bolu Sarang Semut Caramel Cake Kue Sarang Semut,Caramel Honeycomb Steamed Cake · Bolu Sarang Semut Caramel Cake Kue Sarang Semut · 1 potong · Nasional/Bolu & Cake · src:Recipe calc · conf:high
idn-bolu-keju-panggang,Bolu Keju Panggang,372.0,8.0,20.0,40.0,0.6,140,1.3,320,100,Olahan,Kue & Dessert,,60,Bolu Cheese Panggang Cake Keju,Baked Cheese Sponge Cake · Bolu Cheese Panggang Cake Keju · 1 potong · Nasional/Bolu & Cake · src:Recipe calc · conf:medium
idn-bolu-ketan-hitam-panggang,Bolu Ketan Hitam Panggang,340.0,6.0,16.0,43.0,2.5,40,2.0,170,100,Olahan,Kue & Dessert,,60,Bolu Ketan Item Cake Ketan Hitam,Baked Black Glutinous Rice Cake · Bolu Ketan Item Cake Ketan Hitam · 1 potong · Nasional/Bolu & Cake · src:Recipe calc · conf:medium
idn-bolu-kukus-gula-merah,Bolu Kukus Gula Merah,300.0,4.5,6.0,57.0,0.8,45,1.6,140,100,Olahan,Kue & Dessert,,50,Bolkus Gula Jawa Bolu Kukus Gula Aren,Palm Sugar Steamed Sponge Cupcake · Bolkus Gula Jawa Bolu Kukus Gula Aren · 1 buah · Nasional/Kue Basah · src:Recipe calc · conf:high
idn-bolu-kukus-ketan-hitam,Bolu Kukus Ketan Hitam,294.0,4.8,6.5,54.0,1.8,35,1.5,140,100,Olahan,Kue & Dessert,,55,Bolkus Ketan Item Bolu Ketan Hitam Kukus,Black Glutinous Rice Steamed Sponge · Bolkus Ketan Item Bolu Ketan Hitam Kukus · 1 potong · Nasional/Kue Basah · src:Recipe calc · conf:medium
idn-bolu-kukus-mekar,Bolu Kukus Mekar,310.0,5.0,6.5,58.0,0.7,35,1.2,150,100,Olahan,Kue & Dessert,,50,Bolkus Mekar Bolu Kukus,Blooming Steamed Sponge Cupcake · Bolkus Mekar Bolu Kukus · 1 buah · Nasional/Kue Basah · src:Recipe calc · conf:high
idn-bolu-kukus-pandan,Bolu Kukus Pandan,306.0,4.8,6.5,57.0,0.7,35,1.2,150,100,Olahan,Kue & Dessert,,50,Bolkus Pandan Bolu Kukus Hijau,Pandan Steamed Sponge Cupcake · Bolkus Pandan Bolu Kukus Hijau · 1 buah · Nasional/Kue Basah · src:Recipe calc · conf:high
idn-bolu-marmer-kukus,Bolu Marmer Kukus,330.0,5.5,15.0,43.0,0.9,35,1.3,170,100,Olahan,Kue & Dessert,,60,Kue Marmer Kukus Marble Cake Kukus,Steamed Marble Sponge Cake · Kue Marmer Kukus Marble Cake Kukus · 1 potong · Nasional/Bolu & Cake · src:Recipe calc · conf:high
idn-bolu-pandan-panggang,Bolu Pandan Panggang,352.0,6.5,16.0,46.0,0.7,40,1.4,200,100,Olahan,Kue & Dessert,,60,Bolu Pandan Cake Pandan Panggang,Baked Pandan Sponge Cake · Bolu Pandan Cake Pandan Panggang · 1 potong · Nasional/Bolu & Cake · src:Recipe calc · conf:high
idn-bolu-pisang-kukus,Bolu Pisang Kukus,299.0,5.0,11.0,45.0,1.6,32,1.1,160,100,Olahan,Kue & Dessert,,60,Bolu Pisang Kukus Coklat Cake Pisang Kukus,Steamed Banana Cake · Bolu Pisang Kukus Coklat Cake Pisang Kukus · 1 potong · Nasional/Bolu & Cake · src:Recipe calc · conf:medium
idn-bolu-pisang-panggang,Bolu Pisang Panggang,332.0,5.5,14.5,45.0,1.5,35,1.2,190,100,Olahan,Kue & Dessert,,60,Banana Cake Bolu Pisang Cake Pisang,Baked Banana Cake · Banana Cake Bolu Pisang Cake Pisang · 1 potong · Nasional/Bolu & Cake · src:Recipe calc · conf:high
idn-bolu-ubi-ungu,Bolu Ubi Ungu,313.0,5.0,13.0,44.0,2.0,35,1.1,170,100,Olahan,Kue & Dessert,,60,Bolu Talas Ungu Cake Ubi Ungu,Purple Sweet Potato Cake · Bolu Talas Ungu Cake Ubi Ungu · 1 potong · Nasional/Bolu & Cake · src:Recipe calc · conf:medium
idn-bolu-zebra-kukus,Bolu Zebra Kukus,318.0,5.5,14.0,43.0,0.8,35,1.2,160,100,Olahan,Kue & Dessert,,60,Bolu Zebra Kue Zebra Kukus Zebra Cake Kukus,Steamed Zebra Striped Sponge Cake · Bolu Zebra Kue Zebra Kukus Zebra Cake Kukus · 1 potong · Nasional/Bolu & Cake · src:Recipe calc · conf:high
idn-brownies-kacang,Brownies Kacang,446.0,7.5,26.0,46.0,3.0,55,2.5,180,100,Olahan,Kue & Dessert,,50,Brownies Kacang Mede Brownies Nut,Walnut Peanut Brownies · Brownies Kacang Mede Brownies Nut · 1 potong · Nasional/Bolu & Cake · src:Recipe calc · conf:medium
idn-brownies-panggang,Brownies Panggang,430.0,5.5,24.0,48.0,2.5,50,2.4,190,100,Olahan,Kue & Dessert,,50,Bronis Panggang Brownies Oven Fudgy Brownies,Baked Fudgy Chocolate Brownies · Bronis Panggang Brownies Oven Fudgy Brownies · 1 potong · Nasional/Bolu & Cake · src:Recipe calc · conf:high
idn-bubur-biji-delima,Bubur Biji Delima,137.0,0.6,3.0,27.0,0.5,12,0.3,25,100,Olahan,Kue & Dessert,,200,Biji Delima Bubur Delima,Water Chestnut Pearls In Coconut Syrup · Biji Delima Bubur Delima · 1 mangkok · Nasional/Kue Basah · src:Recipe calc · conf:medium
idn-bubur-candil,Bubur Candil,152.0,1.2,3.0,30.0,0.6,15,0.5,30,100,Olahan,Kue & Dessert,,200,Biji Salak Bubur Biji Salak Jenang Candil,Glutinous Rice Balls In Palm Sugar Porridge · Biji Salak Bubur Biji Salak Jenang Candil · 1 mangkok · Nasional/Kue Basah · src:Recipe calc · conf:high
idn-bubur-ketan-hitam,Bubur Ketan Hitam,144.0,2.2,3.5,26.0,1.5,15,0.7,25,100,Olahan,Kue & Dessert,,200,Bubur Injin Bubur Ketan Item,Black Glutinous Rice Porridge · Bubur Injin Bubur Ketan Item · 1 mangkok · Nasional/Kue Basah · src:Recipe calc · conf:high
idn-bubur-mutiara,Bubur Mutiara,129.0,0.6,2.5,26.0,0.2,10,0.3,25,100,Olahan,Kue & Dessert,,200,Bubur Pacar Cina Bubur Sagu Mutiara,Sago Pearl Porridge In Coconut Milk · Bubur Pacar Cina Bubur Sagu Mutiara · 1 mangkok · Nasional/Kue Basah · src:Recipe calc · conf:high
idn-bubur-sumsum,Bubur Sumsum,109.0,1.2,4.0,17.0,0.3,12,0.3,35,100,Olahan,Kue & Dessert,,200,Bubur Sungsum Jenang Sumsum,Rice Flour Porridge With Palm Sugar Syrup · Bubur Sungsum Jenang Sumsum · 1 mangkok · Nasional/Kue Basah · src:Recipe calc · conf:high
idn-carabikang,Carabikang,236.0,2.4,6.5,42.0,0.5,20,0.5,70,100,Olahan,Kue & Dessert,,45,Bikang Mawar Kue Bikang Kue Cara Bikang,Steamed Blooming Rice Flour Cake · Bikang Mawar Kue Bikang Kue Cara Bikang · 1 buah · Nasional/Kue Basah · src:Recipe calc · conf:high
idn-cheesecake-kukus-jepang,Cheesecake Kukus Jepang,249.0,6.5,15.0,22.0,0.4,70,0.7,220,100,Olahan,Kue & Dessert,,70,Cheesecake Lembut Jepang Cotton Cheesecake,Japanese Cotton Cheesecake · Cheesecake Lembut Jepang Cotton Cheesecake · 1 potong · Nasional/Bolu & Cake · src:Recipe calc · conf:medium
idn-cheesecake-panggang,Cheesecake Panggang,328.0,6.0,22.0,26.0,0.5,80,0.7,300,100,Olahan,Kue & Dessert,,80,Baked Cheese Cake Kue Keju Panggang,Baked Cheesecake · Baked Cheese Cake Kue Keju Panggang · 1 potong · Nasional/Bolu & Cake · src:USDA analog · conf:medium
idn-chiffon-cake-pandan,Chiffon Cake Pandan,301.0,6.0,13.0,40.0,0.6,35,1.2,180,100,Olahan,Kue & Dessert,,55,Bolu Chiffon Pandan Chiffon Pandan,Pandan Chiffon Cake · Bolu Chiffon Pandan Chiffon Pandan · 1 potong · Nasional/Bolu & Cake · src:Recipe calc · conf:medium
idn-cupcake-butter-cream,Cupcake Butter Cream,401.0,5.0,21.0,48.0,0.7,45,1.2,250,100,Olahan,Kue & Dessert,,55,Cup Cake Butter Cream Kue Cupcake,Frosted Cupcake · Cup Cake Butter Cream Kue Cupcake · 1 buah · Nasional/Bolu & Cake · src:USDA analog · conf:medium
idn-dodol-nangka,Dodol Nangka,357.0,1.5,7.0,72.0,1.5,25,1.0,40,100,Olahan,Kue & Dessert,,40,Dodol Nangka Ketan Jenang Nangka,Jackfruit Toffee · Dodol Nangka Ketan Jenang Nangka · 2 potong · Nasional/Kue Basah · src:Recipe calc · conf:medium
idn-es-lilin,Es Lilin,85.0,0.2,0.3,21.0,0.1,5,0.1,10,100,Olahan,Kue & Dessert,,70,Es Mambo Sirup Es Tube,Frozen Syrup Ice Pop · Es Mambo Sirup Es Tube · 1 buah (70 g) · Nasional/Es Krim & Dessert · src:Recipe calc · conf:medium
idn-es-mambo,Es Mambo,110.0,1.5,2.5,20.5,0.5,30,0.4,25,100,Olahan,Kue & Dessert,,70,Es Mambo Kacang Ijo Es Mambo Susu,Frozen Milk & Mung Bean Ice Pop · Es Mambo Kacang Ijo Es Mambo Susu · 1 buah (70 g) · Nasional/Es Krim & Dessert · src:Recipe calc · conf:medium
idn-es-potong,Es Potong,175.0,1.8,6.5,28.0,0.4,30,0.5,35,100,Olahan,Kue & Dessert,,70,Es Potong Kelapa Es Potong Singapura,Sliced Coconut Milk Ice Bar · Es Potong Kelapa Es Potong Singapura · 1 potong (70 g) · Nasional/Es Krim & Dessert · src:Recipe calc · conf:medium
idn-kastengel,Kastengel,512.0,11.0,32.0,45.0,1.2,220,1.6,650,100,Olahan,Kue & Dessert,,40,Kaasstengels Kastengels Kue Keju,Dutch Indonesian Cheese Cookie Sticks · Kaasstengels Kastengels Kue Keju · 8 buah · Nasional/Kue Kering · src:Recipe calc · conf:high
idn-kastengel-edam,Kastengel Edam,517.0,12.0,33.0,43.0,1.2,280,1.7,750,100,Olahan,Kue & Dessert,,40,Kaasstengels Edam Kastengel Keju Edam,Edam Cheese Cookie Sticks · Kaasstengels Edam Kastengel Keju Edam · 8 buah · Nasional/Kue Kering · src:Recipe calc · conf:medium
idn-ketan-serundeng,Ketan Serundeng,246.0,4.0,10.0,35.0,2.0,25,0.9,250,100,Olahan,Kue & Dessert,,100,Ketan Kelapa Serundeng Ketan Sarikaya Gurih,Glutinous Rice With Spiced Grated Coconut · Ketan Kelapa Serundeng Ketan Sarikaya Gurih · 1 porsi · Nasional/Kue Basah · src:Recipe calc · conf:medium
idn-ketan-srikaya,Ketan Srikaya,242.0,3.5,8.0,39.0,0.8,30,0.7,60,100,Olahan,Kue & Dessert,,70,Ketan Sarikaya Ketan Serikaya,Glutinous Rice With Coconut Custard · Ketan Sarikaya Ketan Serikaya · 1 potong · Nasional/Kue Basah · src:Recipe calc · conf:medium
